job_id,district,company,role,salary,experience,description,date
J1499,Pune,Company_94,Robotics Maintenance Tech,1423447,0 years,Sample job description,2026-09-01
J1500,Chhatrapati Sambhajinagar,Company_63,Data Analyst,1178177,5 years,Sample job description,2026-09-01
J1501,Nagpur,Company_46,PLC Programmer,484917,1 years,Sample job description,2026-09-01
J1502,Nagpur,Company_89,Robotics Maintenance Tech,568970,0 years,Sample job description,2026-09-01
J1503,Nashik,Company_51,PLC Programmer,524779,2 years,Sample job description,2026-09-01
J1504,Pune,Company_96,Supply Chain Coordinator,360548,1 years,Sample job description,2026-09-01
J1505,Nashik,Company_78,Supply Chain Coordinator,1028914,4 years,Sample job description,2026-09-01
J1506,Nagpur,Company_67,Supply Chain Coordinator,1368176,0 years,Sample job description,2026-09-01
J1507,Nashik,Company_59,Supply Chain Coordinator,1243377,3 years,Sample job description,2026-09-01
J1508,Nagpur,Company_73,EV Battery Technician,1109536,0 years,Sample job description,2026-09-01
J1509,Chhatrapati Sambhajinagar,Company_82,Robotics Maintenance Tech,938768,1 years,Sample job description,2026-09-01
J1510,Nashik,Company_45,Warehouse Manager,1141412,0 years,Sample job description,2026-09-01
J1511,Nashik,Company_38,Cloud Architect,1047221,0 years,Sample job description,2026-09-01
J1512,Nagpur,Company_5,Digital Marketing Specialist,1463466,5 years,Sample job description,2026-09-01
J1513,Pune,Company_47,Robotics Maintenance Tech,619406,1 years,Sample job description,2026-09-01
J1514,Mumbai,Company_93,Full Stack Developer,563172,5 years,Sample job description,2026-09-01
J1515,Mumbai,Company_50,Digital Marketing Specialist,390779,2 years,Sample job description,2026-09-01
J1516,Nashik,Company_63,PLC Programmer,784731,2 years,Sample job description,2026-09-01
J1517,Nagpur,Company_40,Robotics Maintenance Tech,1126840,0 years,Sample job description,2026-09-01
J1518,Nagpur,Company_21,Full Stack Developer,1214360,4 years,Sample job description,2026-09-01
J1519,Pune,Company_18,Robotics Maintenance Tech,1015848,1 years,Sample job description,2026-09-01
J1520,Nagpur,Company_73,Data Analyst,321603,0 years,Sample job description,2026-09-01
J1521,Nagpur,Company_6,Digital Marketing Specialist,1234616,2 years,Sample job description,2026-09-01
J1522,Chhatrapati Sambhajinagar,Company_51,Warehouse Manager,1031477,2 years,Sample job description,2026-09-01
J1523,Nagpur,Company_10,Solar Grid Engineer,832221,3 years,Sample job description,2026-09-01
J1524,Nashik,Company_72,Supply Chain Coordinator,1268320,5 years,Sample job description,2026-09-01
J1525,Chhatrapati Sambhajinagar,Company_100,Data Analyst,1441550,0 years,Sample job description,2026-09-01
J1526,Mumbai,Company_4,Solar Grid Engineer,1102684,4 years,Sample job description,2026-09-01
J1527,Mumbai,Company_23,Robotics Maintenance Tech,567327,1 years,Sample job description,2026-09-01
J1528,Pune,Company_55,Solar Grid Engineer,655622,2 years,Sample job description,2026-09-01
J1529,Mumbai,Company_47,Full Stack Developer,1460948,0 years,Sample job description,2026-09-01
J1530,Pune,Company_43,Digital Marketing Specialist,674920,2 years,Sample job description,2026-09-01
J1531,Pune,Company_100,Data Analyst,1484436,2 years,Sample job description,2026-09-01
J1532,Nagpur,Company_4,PLC Programmer,343630,5 years,Sample job description,2026-09-01
J1533,Mumbai,Company_35,Robotics Maintenance Tech,1080173,5 years,Sample job description,2026-09-01
J1534,Mumbai,Company_94,Data Analyst,685664,5 years,Sample job description,2026-09-01
J1535,Mumbai,Company_15,Warehouse Manager,1285114,0 years,Sample job description,2026-09-01
J1536,Mumbai,Company_69,Robotics Maintenance Tech,411912,1 years,Sample job description,2026-09-01
J1537,Mumbai,Company_62,Solar Grid Engineer,314952,5 years,Sample job description,2026-09-01
J1538,Mumbai,Company_36,Robotics Maintenance Tech,1003367,5 years,Sample job description,2026-09-01
J1539,Nagpur,Company_75,Data Analyst,985645,4 years,Sample job description,2026-09-01
J1540,Nashik,Company_13,Solar Grid Engineer,1134763,3 years,Sample job description,2026-09-01
J1541,Mumbai,Company_9,Digital Marketing Specialist,743700,1 years,Sample job description,2026-09-01
J1542,Pune,Company_89,Full Stack Developer,397864,4 years,Sample job description,2026-09-01
J1543,Mumbai,Company_62,PLC Programmer,447377,3 years,Sample job description,2026-09-01
J1544,Mumbai,Company_71,Cloud Architect,1203447,4 years,Sample job description,2026-09-01
J1545,Nashik,Company_67,Warehouse Manager,548870,2 years,Sample job description,2026-09-01
J1546,Chhatrapati Sambhajinagar,Company_40,Cloud Architect,1356585,2 years,Sample job description,2026-09-01
J1547,Chhatrapati Sambhajinagar,Company_99,Supply Chain Coordinator,447677,5 years,Sample job description,2026-09-01
J1548,Nagpur,Company_10,Cloud Architect,1372709,4 years,Sample job description,2026-09-01
J1549,Chhatrapati Sambhajinagar,Company_56,PLC Programmer,501503,3 years,Sample job description,2026-09-01
J1550,Mumbai,Company_49,EV Battery Technician,1057334,1 years,Sample job description,2026-09-01
J1551,Chhatrapati Sambhajinagar,Company_99,Robotics Maintenance Tech,439004,0 years,Sample job description,2026-09-01
J1552,Nashik,Company_8,Supply Chain Coordinator,731521,5 years,Sample job description,2026-09-01
J1553,Nagpur,Company_43,Warehouse Manager,1025142,4 years,Sample job description,2026-09-01
J1554,Pune,Company_39,Cloud Architect,1197121,4 years,Sample job description,2026-09-01
J1555,Nagpur,Company_73,PLC Programmer,1456565,4 years,Sample job description,2026-09-01
J1556,Chhatrapati Sambhajinagar,Company_43,Supply Chain Coordinator,1433978,0 years,Sample job description,2026-09-01
J1557,Nashik,Company_77,Digital Marketing Specialist,814816,5 years,Sample job description,2026-09-01
J1558,Mumbai,Company_49,Solar Grid Engineer,1318710,3 years,Sample job description,2026-09-01
J1559,Pune,Company_53,PLC Programmer,619396,2 years,Sample job description,2026-09-01
J1560,Chhatrapati Sambhajinagar,Company_10,Robotics Maintenance Tech,948560,4 years,Sample job description,2026-09-01
J1561,Chhatrapati Sambhajinagar,Company_60,Robotics Maintenance Tech,442880,5 years,Sample job description,2026-09-01
J1562,Chhatrapati Sambhajinagar,Company_83,Warehouse Manager,917610,2 years,Sample job description,2026-09-01
J1563,Chhatrapati Sambhajinagar,Company_52,EV Battery Technician,639836,4 years,Sample job description,2026-09-01
J1564,Nagpur,Company_68,Full Stack Developer,861735,1 years,Sample job description,2026-09-01
J1565,Chhatrapati Sambhajinagar,Company_43,PLC Programmer,746847,4 years,Sample job description,2026-09-01
J1566,Chhatrapati Sambhajinagar,Company_23,Full Stack Developer,325771,3 years,Sample job description,2026-09-01
J1567,Mumbai,Company_36,Data Analyst,714024,2 years,Sample job description,2026-09-01
J1568,Nashik,Company_78,Full Stack Developer,761462,3 years,Sample job description,2026-09-01
J1569,Pune,Company_92,Cloud Architect,1278466,0 years,Sample job description,2026-09-01
J1570,Nagpur,Company_82,Cloud Architect,984151,0 years,Sample job description,2026-09-01
J1571,Nagpur,Company_48,Supply Chain Coordinator,568380,5 years,Sample job description,2026-09-01
J1572,Nashik,Company_67,Solar Grid Engineer,455987,3 years,Sample job description,2026-09-01
J1573,Pune,Company_80,PLC Programmer,857727,5 years,Sample job description,2026-09-01
J1574,Pune,Company_56,Robotics Maintenance Tech,1257006,4 years,Sample job description,2026-09-01
J1575,Nashik,Company_16,Robotics Maintenance Tech,664554,0 years,Sample job description,2026-09-01
J1576,Nagpur,Company_95,Cloud Architect,533737,2 years,Sample job description,2026-09-01
J1577,Chhatrapati Sambhajinagar,Company_9,Digital Marketing Specialist,808658,0 years,Sample job description,2026-09-01
J1578,Mumbai,Company_27,Digital Marketing Specialist,1031229,2 years,Sample job description,2026-09-01
J1579,Nagpur,Company_11,Robotics Maintenance Tech,481779,2 years,Sample job description,2026-09-01
J1580,Mumbai,Company_94,Digital Marketing Specialist,1335945,4 years,Sample job description,2026-09-01
J1581,Nagpur,Company_96,EV Battery Technician,1083199,2 years,Sample job description,2026-09-01
J1582,Chhatrapati Sambhajinagar,Company_52,Warehouse Manager,762293,5 years,Sample job description,2026-09-01
J1583,Nagpur,Company_10,Digital Marketing Specialist,417743,2 years,Sample job description,2026-09-01
J1584,Nagpur,Company_5,Solar Grid Engineer,1026271,2 years,Sample job description,2026-09-01
J1585,Nashik,Company_57,Warehouse Manager,920403,3 years,Sample job description,2026-09-01
J1586,Nagpur,Company_95,Supply Chain Coordinator,640087,5 years,Sample job description,2026-09-01
J1587,Mumbai,Company_37,Data Analyst,748213,5 years,Sample job description,2026-09-01
J1588,Mumbai,Company_94,Robotics Maintenance Tech,713839,1 years,Sample job description,2026-09-01
J1589,Pune,Company_79,Data Analyst,920277,1 years,Sample job description,2026-09-01
J1590,Mumbai,Company_5,PLC Programmer,353257,3 years,Sample job description,2026-09-01
J1591,Nashik,Company_60,PLC Programmer,1450875,2 years,Sample job description,2026-09-01
J1592,Mumbai,Company_44,EV Battery Technician,1365318,1 years,Sample job description,2026-09-01
J1593,Pune,Company_83,Warehouse Manager,364734,2 years,Sample job description,2026-09-01
J1594,Nagpur,Company_56,PLC Programmer,1109915,4 years,Sample job description,2026-09-01
J1595,Nagpur,Company_4,Robotics Maintenance Tech,672152,4 years,Sample job description,2026-09-01
J1596,Nashik,Company_85,Cloud Architect,1087248,0 years,Sample job description,2026-09-01
J1597,Nagpur,Company_76,Digital Marketing Specialist,1380189,5 years,Sample job description,2026-09-01
J1598,Mumbai,Company_25,Warehouse Manager,1061767,2 years,Sample job description,2026-09-01
J1599,Nashik,Company_13,Full Stack Developer,484826,1 years,Sample job description,2026-09-01
J1600,Chhatrapati Sambhajinagar,Company_35,Solar Grid Engineer,766304,0 years,Sample job description,2026-09-01
J1601,Chhatrapati Sambhajinagar,Company_31,Supply Chain Coordinator,608932,3 years,Sample job description,2026-09-01
J1602,Pune,Company_33,Cloud Architect,956649,1 years,Sample job description,2026-09-01
J1603,Pune,Company_82,EV Battery Technician,831400,3 years,Sample job description,2026-09-01
J1604,Nagpur,Company_44,EV Battery Technician,800963,2 years,Sample job description,2026-09-01
J1605,Pune,Company_54,Solar Grid Engineer,824244,2 years,Sample job description,2026-09-01
J1606,Nashik,Company_89,EV Battery Technician,709241,0 years,Sample job description,2026-09-01
J1607,Nagpur,Company_83,PLC Programmer,646358,4 years,Sample job description,2026-09-01
J1608,Nagpur,Company_26,Supply Chain Coordinator,619992,0 years,Sample job description,2026-09-01
J1609,Nagpur,Company_91,Digital Marketing Specialist,947401,3 years,Sample job description,2026-09-01
J1610,Nashik,Company_1,Supply Chain Coordinator,1305285,3 years,Sample job description,2026-09-01
J1611,Pune,Company_46,Supply Chain Coordinator,1091980,0 years,Sample job description,2026-09-01
J1612,Nashik,Company_75,Full Stack Developer,1194857,2 years,Sample job description,2026-09-01
J1613,Nashik,Company_22,Data Analyst,1312506,5 years,Sample job description,2026-09-01
J1614,Nashik,Company_55,Robotics Maintenance Tech,1106997,2 years,Sample job description,2026-09-01
J1615,Nagpur,Company_9,Data Analyst,483681,3 years,Sample job description,2026-09-01
J1616,Pune,Company_36,Warehouse Manager,471172,4 years,Sample job description,2026-09-01
J1617,Nashik,Company_66,Supply Chain Coordinator,972464,1 years,Sample job description,2026-09-01
J1618,Mumbai,Company_99,Supply Chain Coordinator,664948,0 years,Sample job description,2026-09-01
J1619,Pune,Company_62,Full Stack Developer,602004,3 years,Sample job description,2026-09-01
J1620,Chhatrapati Sambhajinagar,Company_67,Data Analyst,346186,3 years,Sample job description,2026-09-01
J1621,Chhatrapati Sambhajinagar,Company_23,Robotics Maintenance Tech,866286,4 years,Sample job description,2026-09-01
J1622,Pune,Company_63,Cloud Architect,1139590,3 years,Sample job description,2026-09-01
J1623,Nashik,Company_35,Solar Grid Engineer,1406209,3 years,Sample job description,2026-09-01
J1624,Pune,Company_75,Robotics Maintenance Tech,397882,3 years,Sample job description,2026-09-01
J1625,Pune,Company_6,EV Battery Technician,1441110,0 years,Sample job description,2026-09-01
J1626,Mumbai,Company_13,Full Stack Developer,650814,0 years,Sample job description,2026-09-01
J1627,Nagpur,Company_99,Data Analyst,576663,3 years,Sample job description,2026-09-01
J1628,Pune,Company_100,Digital Marketing Specialist,1400633,2 years,Sample job description,2026-09-01
J1629,Pune,Company_65,Full Stack Developer,441743,2 years,Sample job description,2026-09-01
J1630,Nashik,Company_46,Robotics Maintenance Tech,639984,3 years,Sample job description,2026-09-01
J1631,Mumbai,Company_81,Warehouse Manager,1385276,3 years,Sample job description,2026-09-01
J1632,Chhatrapati Sambhajinagar,Company_22,Robotics Maintenance Tech,949395,0 years,Sample job description,2026-09-01
J1633,Pune,Company_37,EV Battery Technician,409516,5 years,Sample job description,2026-09-01
J1634,Chhatrapati Sambhajinagar,Company_55,Digital Marketing Specialist,726608,0 years,Sample job description,2026-09-01
J1635,Nagpur,Company_72,Cloud Architect,456089,3 years,Sample job description,2026-09-01
J1636,Mumbai,Company_23,PLC Programmer,1309155,5 years,Sample job description,2026-09-01
J1637,Nagpur,Company_91,Robotics Maintenance Tech,729494,5 years,Sample job description,2026-09-01
J1638,Nashik,Company_18,Full Stack Developer,454809,4 years,Sample job description,2026-09-01
J1639,Mumbai,Company_86,Supply Chain Coordinator,750873,2 years,Sample job description,2026-09-01
J1640,Nashik,Company_89,Robotics Maintenance Tech,1039265,0 years,Sample job description,2026-09-01
J1641,Nagpur,Company_3,Full Stack Developer,790812,1 years,Sample job description,2026-09-01
J1642,Nashik,Company_20,Cloud Architect,488648,1 years,Sample job description,2026-09-01
J1643,Chhatrapati Sambhajinagar,Company_67,Solar Grid Engineer,1301208,2 years,Sample job description,2026-09-01
J1644,Nagpur,Company_52,EV Battery Technician,545873,1 years,Sample job description,2026-09-01
J1645,Nagpur,Company_95,Data Analyst,1184561,3 years,Sample job description,2026-09-01
J1646,Mumbai,Company_37,Robotics Maintenance Tech,770965,5 years,Sample job description,2026-09-01
J1647,Chhatrapati Sambhajinagar,Company_64,Full Stack Developer,305175,1 years,Sample job description,2026-09-01
J1648,Pune,Company_80,Full Stack Developer,410258,0 years,Sample job description,2026-09-01
J1649,Chhatrapati Sambhajinagar,Company_12,Data Analyst,830342,3 years,Sample job description,2026-09-01
J1650,Pune,Company_58,Warehouse Manager,735700,3 years,Sample job description,2026-09-01
J1651,Pune,Company_77,Solar Grid Engineer,401003,0 years,Sample job description,2026-09-01
J1652,Pune,Company_8,PLC Programmer,1124113,2 years,Sample job description,2026-09-01
J1653,Pune,Company_67,Full Stack Developer,1240101,4 years,Sample job description,2026-09-01
J1654,Mumbai,Company_70,Full Stack Developer,1085236,5 years,Sample job description,2026-09-01
J1655,Chhatrapati Sambhajinagar,Company_21,Robotics Maintenance Tech,1496125,0 years,Sample job description,2026-09-01
J1656,Nashik,Company_61,Robotics Maintenance Tech,318580,4 years,Sample job description,2026-09-01
J1657,Chhatrapati Sambhajinagar,Company_97,Data Analyst,750811,4 years,Sample job description,2026-09-01
J1658,Nashik,Company_44,Data Analyst,527429,1 years,Sample job description,2026-09-01
J1659,Nashik,Company_24,Digital Marketing Specialist,628884,4 years,Sample job description,2026-09-01
J1660,Mumbai,Company_85,Supply Chain Coordinator,736466,4 years,Sample job description,2026-09-01
J1661,Chhatrapati Sambhajinagar,Company_96,Warehouse Manager,1418754,0 years,Sample job description,2026-09-01
J1662,Nashik,Company_61,Full Stack Developer,1366482,3 years,Sample job description,2026-09-01
J1663,Nagpur,Company_5,PLC Programmer,780179,4 years,Sample job description,2026-09-01
J1664,Nagpur,Company_58,Data Analyst,939420,1 years,Sample job description,2026-09-01
J1665,Nagpur,Company_17,Full Stack Developer,669564,5 years,Sample job description,2026-09-01
J1666,Pune,Company_83,Digital Marketing Specialist,739989,1 years,Sample job description,2026-09-01
J1667,Nagpur,Company_67,Full Stack Developer,1484699,3 years,Sample job description,2026-09-01
J1668,Mumbai,Company_59,Full Stack Developer,813961,4 years,Sample job description,2026-09-01
J1669,Pune,Company_57,Full Stack Developer,828972,3 years,Sample job description,2026-09-01
J1670,Pune,Company_2,Data Analyst,705489,2 years,Sample job description,2026-09-01
J1671,Pune,Company_42,Data Analyst,1082799,1 years,Sample job description,2026-09-01
J1672,Pune,Company_25,EV Battery Technician,648711,0 years,Sample job description,2026-09-01
J1673,Chhatrapati Sambhajinagar,Company_9,EV Battery Technician,962079,1 years,Sample job description,2026-09-01
J1674,Pune,Company_26,Data Analyst,534059,1 years,Sample job description,2026-09-01
J1675,Nagpur,Company_74,Robotics Maintenance Tech,335711,3 years,Sample job description,2026-09-01
J1676,Nagpur,Company_100,Full Stack Developer,1251504,0 years,Sample job description,2026-09-01
J1677,Chhatrapati Sambhajinagar,Company_28,Supply Chain Coordinator,882333,3 years,Sample job description,2026-09-01
J1678,Nagpur,Company_1,Warehouse Manager,590272,1 years,Sample job description,2026-09-01
J1679,Mumbai,Company_22,EV Battery Technician,1412092,4 years,Sample job description,2026-09-01
J1680,Nagpur,Company_25,Robotics Maintenance Tech,1136906,3 years,Sample job description,2026-09-01
J1681,Mumbai,Company_8,Full Stack Developer,760867,2 years,Sample job description,2026-09-01
J1682,Chhatrapati Sambhajinagar,Company_65,Robotics Maintenance Tech,722600,1 years,Sample job description,2026-09-01
J1683,Chhatrapati Sambhajinagar,Company_29,Warehouse Manager,743315,1 years,Sample job description,2026-09-01
J1684,Pune,Company_5,Data Analyst,1117802,4 years,Sample job description,2026-09-01
J1685,Mumbai,Company_69,Data Analyst,357439,1 years,Sample job description,2026-09-01
J1686,Mumbai,Company_48,EV Battery Technician,608972,3 years,Sample job description,2026-09-01
J1687,Mumbai,Company_72,Warehouse Manager,907135,1 years,Sample job description,2026-09-01
J1688,Pune,Company_21,Digital Marketing Specialist,474737,0 years,Sample job description,2026-09-01
J1689,Nagpur,Company_85,Supply Chain Coordinator,1371742,2 years,Sample job description,2026-09-01
J1690,Pune,Company_72,Warehouse Manager,560789,4 years,Sample job description,2026-09-01
J1691,Nagpur,Company_35,Data Analyst,478068,3 years,Sample job description,2026-09-01
J1692,Mumbai,Company_97,Full Stack Developer,702069,3 years,Sample job description,2026-09-01
J1693,Chhatrapati Sambhajinagar,Company_25,Solar Grid Engineer,1472911,4 years,Sample job description,2026-09-01
J1694,Chhatrapati Sambhajinagar,Company_97,Robotics Maintenance Tech,1197731,5 years,Sample job description,2026-09-01
J1695,Nashik,Company_52,EV Battery Technician,1480277,5 years,Sample job description,2026-09-01
J1696,Nagpur,Company_94,Digital Marketing Specialist,483028,3 years,Sample job description,2026-09-01
J1697,Nashik,Company_76,Cloud Architect,977351,2 years,Sample job description,2026-09-01
J1698,Pune,Company_7,Full Stack Developer,498835,5 years,Sample job description,2026-09-01
J1699,Chhatrapati Sambhajinagar,Company_73,Supply Chain Coordinator,1403456,4 years,Sample job description,2026-09-01
J1700,Pune,Company_5,Digital Marketing Specialist,1187025,4 years,Sample job description,2026-09-01
J1701,Nashik,Company_40,EV Battery Technician,1165515,3 years,Sample job description,2026-09-01
J1702,Pune,Company_16,Warehouse Manager,915603,4 years,Sample job description,2026-09-01
J1703,Mumbai,Company_64,Robotics Maintenance Tech,340191,5 years,Sample job description,2026-09-01
J1704,Nagpur,Company_71,Solar Grid Engineer,791091,0 years,Sample job description,2026-09-01
J1705,Pune,Company_95,EV Battery Technician,906927,5 years,Sample job description,2026-09-01
J1706,Mumbai,Company_58,Supply Chain Coordinator,739654,4 years,Sample job description,2026-09-01
J1707,Nagpur,Company_90,Data Analyst,654063,1 years,Sample job description,2026-09-01
J1708,Chhatrapati Sambhajinagar,Company_11,Cloud Architect,1162270,3 years,Sample job description,2026-09-01
J1709,Nashik,Company_60,Warehouse Manager,889572,3 years,Sample job description,2026-09-01
J1710,Mumbai,Company_100,EV Battery Technician,313496,3 years,Sample job description,2026-09-01
J1711,Mumbai,Company_66,Supply Chain Coordinator,864439,4 years,Sample job description,2026-09-01
J1712,Pune,Company_81,Full Stack Developer,815436,0 years,Sample job description,2026-09-01
J1713,Mumbai,Company_83,Full Stack Developer,650345,3 years,Sample job description,2026-09-01
J1714,Pune,Company_12,Digital Marketing Specialist,1066507,0 years,Sample job description,2026-09-01
J1715,Chhatrapati Sambhajinagar,Company_39,Robotics Maintenance Tech,763185,5 years,Sample job description,2026-09-01
J1716,Nashik,Company_60,PLC Programmer,1462990,1 years,Sample job description,2026-09-01
J1717,Pune,Company_20,Full Stack Developer,405824,0 years,Sample job description,2026-09-01
J1718,Pune,Company_3,PLC Programmer,1235956,0 years,Sample job description,2026-09-01
J1719,Mumbai,Company_24,Supply Chain Coordinator,1306674,0 years,Sample job description,2026-09-01
J1720,Chhatrapati Sambhajinagar,Company_97,Robotics Maintenance Tech,338445,0 years,Sample job description,2026-09-01
J1721,Pune,Company_65,Solar Grid Engineer,1244370,2 years,Sample job description,2026-09-01
J1722,Nashik,Company_63,Digital Marketing Specialist,1239205,4 years,Sample job description,2026-09-01
J1723,Mumbai,Company_42,Supply Chain Coordinator,797247,1 years,Sample job description,2026-09-01
J1724,Chhatrapati Sambhajinagar,Company_87,Warehouse Manager,462232,2 years,Sample job description,2026-09-01
J1725,Chhatrapati Sambhajinagar,Company_24,Data Analyst,841492,3 years,Sample job description,2026-09-01
J1726,Nagpur,Company_8,Digital Marketing Specialist,1169357,2 years,Sample job description,2026-09-01
J1727,Pune,Company_78,Data Analyst,497729,0 years,Sample job description,2026-09-01
J1728,Mumbai,Company_37,Cloud Architect,1268728,5 years,Sample job description,2026-09-01
J1729,Pune,Company_57,Solar Grid Engineer,399056,5 years,Sample job description,2026-09-01
J1730,Mumbai,Company_55,PLC Programmer,985937,1 years,Sample job description,2026-09-01
J1731,Pune,Company_70,EV Battery Technician,860522,4 years,Sample job description,2026-09-01
J1732,Chhatrapati Sambhajinagar,Company_97,Cloud Architect,1123130,4 years,Sample job description,2026-09-01
J1733,Pune,Company_46,PLC Programmer,1447895,0 years,Sample job description,2026-09-01
J1734,Pune,Company_22,Data Analyst,575597,4 years,Sample job description,2026-09-01
J1735,Pune,Company_8,Solar Grid Engineer,1164098,0 years,Sample job description,2026-09-01
J1736,Mumbai,Company_7,Cloud Architect,1263285,3 years,Sample job description,2026-09-01
J1737,Mumbai,Company_8,Full Stack Developer,316890,1 years,Sample job description,2026-09-01
J1738,Nagpur,Company_86,Supply Chain Coordinator,664945,1 years,Sample job description,2026-09-01
J1739,Chhatrapati Sambhajinagar,Company_27,Supply Chain Coordinator,319633,2 years,Sample job description,2026-09-01
J1740,Mumbai,Company_97,Data Analyst,1204036,0 years,Sample job description,2026-09-01
J1741,Mumbai,Company_49,EV Battery Technician,944419,4 years,Sample job description,2026-09-01
J1742,Nashik,Company_53,Supply Chain Coordinator,1273962,1 years,Sample job description,2026-09-01
J1743,Nashik,Company_8,Data Analyst,1048319,3 years,Sample job description,2026-09-01
J1744,Nagpur,Company_98,PLC Programmer,927875,3 years,Sample job description,2026-09-01
J1745,Chhatrapati Sambhajinagar,Company_43,Warehouse Manager,1381649,1 years,Sample job description,2026-09-01
J1746,Nashik,Company_87,Full Stack Developer,527463,3 years,Sample job description,2026-09-01
J1747,Nagpur,Company_90,Full Stack Developer,1339293,5 years,Sample job description,2026-09-01
J1748,Nashik,Company_16,Full Stack Developer,1134647,3 years,Sample job description,2026-09-01
J1749,Nashik,Company_70,Robotics Maintenance Tech,1187172,0 years,Sample job description,2026-09-01
J1750,Nashik,Company_99,Solar Grid Engineer,1101895,5 years,Sample job description,2026-09-01
J1751,Pune,Company_88,Cloud Architect,417786,4 years,Sample job description,2026-09-01
J1752,Mumbai,Company_97,Full Stack Developer,868064,1 years,Sample job description,2026-09-01
J1753,Pune,Company_17,Robotics Maintenance Tech,1324422,0 years,Sample job description,2026-09-01
J1754,Mumbai,Company_16,Data Analyst,355049,2 years,Sample job description,2026-09-01
J1755,Mumbai,Company_41,Data Analyst,416643,4 years,Sample job description,2026-09-01
J1756,Pune,Company_96,EV Battery Technician,468198,0 years,Sample job description,2026-09-01
J1757,Nagpur,Company_72,Cloud Architect,493687,5 years,Sample job description,2026-09-01
J1758,Pune,Company_4,PLC Programmer,681691,5 years,Sample job description,2026-09-01
J1759,Nagpur,Company_78,Supply Chain Coordinator,1342844,1 years,Sample job description,2026-09-01
J1760,Nashik,Company_53,EV Battery Technician,799659,2 years,Sample job description,2026-09-01
J1761,Mumbai,Company_53,PLC Programmer,824050,5 years,Sample job description,2026-09-01
J1762,Nashik,Company_58,Robotics Maintenance Tech,1352350,1 years,Sample job description,2026-09-01
J1763,Nashik,Company_77,Solar Grid Engineer,807550,4 years,Sample job description,2026-09-01
J1764,Nashik,Company_74,Full Stack Developer,402476,0 years,Sample job description,2026-09-01
J1765,Chhatrapati Sambhajinagar,Company_6,EV Battery Technician,515846,0 years,Sample job description,2026-09-01
J1766,Nagpur,Company_14,Cloud Architect,373521,3 years,Sample job description,2026-09-01
J1767,Nashik,Company_73,Cloud Architect,504417,2 years,Sample job description,2026-09-01
J1768,Nagpur,Company_39,Data Analyst,635443,0 years,Sample job description,2026-09-01
J1769,Nagpur,Company_1,Digital Marketing Specialist,666992,0 years,Sample job description,2026-09-01
J1770,Nashik,Company_81,Solar Grid Engineer,804238,0 years,Sample job description,2026-09-01
J1771,Pune,Company_45,PLC Programmer,988316,2 years,Sample job description,2026-09-01
J1772,Nagpur,Company_9,Solar Grid Engineer,589093,1 years,Sample job description,2026-09-01
J1773,Mumbai,Company_43,Data Analyst,1040408,5 years,Sample job description,2026-09-01
J1774,Pune,Company_68,Warehouse Manager,564567,3 years,Sample job description,2026-09-01
J1775,Chhatrapati Sambhajinagar,Company_3,Cloud Architect,827010,2 years,Sample job description,2026-09-01
J1776,Nagpur,Company_53,Cloud Architect,802344,4 years,Sample job description,2026-09-01
J1777,Nagpur,Company_44,EV Battery Technician,1396012,2 years,Sample job description,2026-09-01
J1778,Nagpur,Company_98,Robotics Maintenance Tech,934481,1 years,Sample job description,2026-09-01
J1779,Nashik,Company_16,Full Stack Developer,474382,0 years,Sample job description,2026-09-01
J1780,Mumbai,Company_71,Cloud Architect,416139,2 years,Sample job description,2026-09-01
J1781,Chhatrapati Sambhajinagar,Company_73,Digital Marketing Specialist,327976,5 years,Sample job description,2026-09-01
J1782,Nashik,Company_87,Cloud Architect,1172446,4 years,Sample job description,2026-09-01
J1783,Nashik,Company_52,Warehouse Manager,556951,3 years,Sample job description,2026-09-01
J1784,Nagpur,Company_87,Solar Grid Engineer,1176853,1 years,Sample job description,2026-09-01
J1785,Pune,Company_32,PLC Programmer,927532,0 years,Sample job description,2026-09-01
J1786,Nashik,Company_51,Robotics Maintenance Tech,731128,2 years,Sample job description,2026-09-01
J1787,Nagpur,Company_77,Full Stack Developer,431747,5 years,Sample job description,2026-09-01
J1788,Nagpur,Company_36,Solar Grid Engineer,1108666,5 years,Sample job description,2026-09-01
J1789,Chhatrapati Sambhajinagar,Company_53,EV Battery Technician,1221620,4 years,Sample job description,2026-09-01
J1790,Nagpur,Company_52,Full Stack Developer,1055744,4 years,Sample job description,2026-09-01
J1791,Mumbai,Company_52,Supply Chain Coordinator,1480937,2 years,Sample job description,2026-09-01
J1792,Mumbai,Company_76,Solar Grid Engineer,1240571,3 years,Sample job description,2026-09-01
J1793,Mumbai,Company_84,Data Analyst,1237151,2 years,Sample job description,2026-09-01
J1794,Pune,Company_3,Supply Chain Coordinator,1099304,5 years,Sample job description,2026-09-01
J1795,Pune,Company_3,Warehouse Manager,1040430,2 years,Sample job description,2026-09-01
J1796,Nagpur,Company_63,Robotics Maintenance Tech,1035980,5 years,Sample job description,2026-09-01
J1797,Chhatrapati Sambhajinagar,Company_24,Full Stack Developer,1099914,3 years,Sample job description,2026-09-01
J1798,Nashik,Company_96,Warehouse Manager,520260,0 years,Sample job description,2026-09-01
J1799,Mumbai,Company_56,EV Battery Technician,1110734,0 years,Sample job description,2026-09-01
J1800,Chhatrapati Sambhajinagar,Company_77,PLC Programmer,1456504,1 years,Sample job description,2026-09-01
